Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Biosample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR6797626,WGS,GCF_000195955.2,201,517063382,PRJNA428596,SAMN08629302,MTB132745,Pathogen.cl,224477600,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756667,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate311,Not applicable,Not collected,132745_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132745,SRP128089
SRR6797627,WGS,GCF_000195955.2,101,119742772,PRJNA428596,SAMN08629303,MTB132746,Pathogen.cl,54630298,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756666,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate312,Not applicable,Not collected,132746_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132746,SRP128089
SRR6797628,WGS,GCF_000195955.2,101,79255104,PRJNA428596,SAMN08629486,MTB140236,Pathogen.cl,36676153,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756665,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate495,Not applicable,Not collected,140236_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140236,SRP128089
SRR6797629,WGS,GCF_000195955.2,201,297208963,PRJNA428596,SAMN08629269,MTB132698,Pathogen.cl,122252990,SAN RAFFAELE,missing,2010/2014,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756664,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate278,Not applicable,Not collected,132698_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132698,SRP128089
SRR6797630,WGS,GCF_000195955.2,101,99158164,PRJNA428596,SAMN08629268,MTB132697,Pathogen.cl,44400485,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756663,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate277,Not applicable,Not collected,132697_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132697,SRP128089
SRR6797631,WGS,GCF_000195955.2,201,298184724,PRJNA428596,SAMN08629267,MTB132696,Pathogen.cl,123856803,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756662,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate276,Not applicable,Not collected,132696_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132696,SRP128089
SRR6797632,WGS,GCF_000195955.2,101,78048255,PRJNA428596,SAMN08629266,MTB132695,Pathogen.cl,34480308,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756661,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate275,Not applicable,Not collected,132695_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132695,SRP128089
SRR6797633,WGS,GCF_000195955.2,101,68503048,PRJNA428596,SAMN08629265,MTB132694,Pathogen.cl,32344859,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756660,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate274,Not applicable,Not collected,132694_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132694,SRP128089
SRR6797634,WGS,GCF_000195955.2,101,114405427,PRJNA428596,SAMN08629264,MTB132693,Pathogen.cl,52927749,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756659,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate273,Not applicable,Not collected,132693_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132693,SRP128089
SRR6797635,WGS,GCF_000195955.2,101,234842877,PRJNA428596,SAMN08629263,MTB132692,Pathogen.cl,98193965,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756658,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate272,Not applicable,Not collected,132692_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132692,SRP128089
SRR6797636,WGS,GCF_000195955.2,201,403170285,PRJNA428596,SAMN08629371,MTB140107,Pathogen.cl,179308542,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756657,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate380,Not applicable,Not collected,140107_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140107,SRP128089
SRR6797637,WGS,GCF_000195955.2,101,201480456,PRJNA428596,SAMN08629368,MTB132823,Pathogen.cl,91378350,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756656,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate377,Not applicable,Not collected,132823_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132823,SRP128089
SRR6797638,WGS,GCF_000195955.2,201,471313614,PRJNA428596,SAMN08629369,MTB132824,Pathogen.cl,229797251,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756655,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate378,Not applicable,Not collected,132824_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132824,SRP128089
SRR6797639,WGS,GCF_000195955.2,101,61976125,PRJNA428596,SAMN08629366,MTB132821,Pathogen.cl,25181481,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756654,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate375,Not applicable,Not collected,132821_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132821,SRP128089
SRR6797640,WGS,GCF_000195955.2,101,100220078,PRJNA428596,SAMN08629367,MTB132822,Pathogen.cl,43795512,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756653,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate376,Not applicable,Not collected,132822_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132822,SRP128089
SRR6797641,WGS,GCF_000195955.2,201,472712683,PRJNA428596,SAMN08629364,MTB132819,Pathogen.cl,212328189,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756652,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate373,Not applicable,Not collected,132819_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132819,SRP128089
SRR6797642,WGS,GCF_000195955.2,101,113837201,PRJNA428596,SAMN08629365,MTB132820,Pathogen.cl,51676243,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756651,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate374,Not applicable,Not collected,132820_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132820,SRP128089
SRR6797643,WGS,GCF_000195955.2,101,212828210,PRJNA428596,SAMN08629271,MTB132702,Pathogen.cl,90837507,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756650,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate280,Not applicable,Not collected,132702_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132702,SRP128089
SRR6797644,WGS,GCF_000195955.2,101,59910776,PRJNA428596,SAMN08629270,MTB132701,Pathogen.cl,28318931,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756649,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate279,Not applicable,Not collected,132701_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132701,SRP128089
SRR6797645,WGS,GCF_000195955.2,101,304878499,PRJNA428596,SAMN08629445,MTB140187,Pathogen.cl,137951513,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756648,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate454,Not applicable,Not collected,140187_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140187,SRP128089
SRR6797646,WGS,GCF_000195955.2,101,133999427,PRJNA428596,SAMN08629444,MTB140186,Pathogen.cl,62147172,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756647,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate453,Not applicable,Not collected,140186_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140186,SRP128089
SRR6797647,WGS,GCF_000195955.2,201,146421013,PRJNA428596,SAMN08629443,MTB140184,Pathogen.cl,64391334,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756646,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate452,Not applicable,Not collected,140184_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140184,SRP128089
SRR6797648,WGS,GCF_000195955.2,201,325366854,PRJNA428596,SAMN08629150,MTB132392,Pathogen.cl,149592654,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756645,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate159,Not applicable,Not collected,132392_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132392,SRP128089
SRR6797649,WGS,GCF_000195955.2,201,322596458,PRJNA428596,SAMN08629151,MTB132393,Pathogen.cl,141597266,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756644,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate160,Not applicable,Not collected,132393_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132393,SRP128089
SRR6797650,WGS,GCF_000195955.2,201,177231669,PRJNA428596,SAMN08629483,MTB140233,Pathogen.cl,79343612,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756643,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate492,Not applicable,Not collected,140233_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140233,SRP128089
SRR6797651,WGS,GCF_000195955.2,101,246479188,PRJNA428596,SAMN08629442,MTB140183,Pathogen.cl,116652907,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756642,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate451,Not applicable,Not collected,140183_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140183,SRP128089
SRR6797652,WGS,GCF_000195955.2,201,282422397,PRJNA428596,SAMN08629144,MTB132386,Pathogen.cl,132316667,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756641,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate153,Not applicable,Not collected,132386_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132386,SRP128089
SRR6797653,WGS,GCF_000195955.2,201,337483319,PRJNA428596,SAMN08629145,MTB132387,Pathogen.cl,143051433,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756640,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate154,Not applicable,Not collected,132387_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132387,SRP128089
SRR6797654,WGS,GCF_000195955.2,201,352856226,PRJNA428596,SAMN08629142,MTB132384,Pathogen.cl,151362928,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756639,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate151,Not applicable,Not collected,132384_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132384,SRP128089
SRR6797655,WGS,GCF_000195955.2,101,164070460,PRJNA428596,SAMN08629143,MTB132385,Pathogen.cl,69728519,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756638,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate152,Not applicable,Not collected,132385_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132385,SRP128089
SRR6797656,WGS,GCF_000195955.2,101,88096543,PRJNA428596,SAMN08629148,MTB132390,Pathogen.cl,37948917,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756637,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate157,Not applicable,Not collected,132390_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132390,SRP128089
SRR6797657,WGS,GCF_000195955.2,201,317701560,PRJNA428596,SAMN08629149,MTB132391,Pathogen.cl,152791372,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756636,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate158,Not applicable,Not collected,132391_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132391,SRP128089
SRR6797658,WGS,GCF_000195955.2,101,107188573,PRJNA428596,SAMN08629146,MTB132388,Pathogen.cl,47269688,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756635,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate155,Not applicable,Not collected,132388_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132388,SRP128089
SRR6797659,WGS,GCF_000195955.2,201,318526866,PRJNA428596,SAMN08629147,MTB132389,Pathogen.cl,136812247,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756634,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate156,Not applicable,Not collected,132389_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132389,SRP128089
SRR6797660,WGS,GCF_000195955.2,201,347919043,PRJNA428596,SAMN08629448,MTB140190,Pathogen.cl,147129487,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756633,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate457,Not applicable,Not collected,140190_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140190,SRP128089
SRR6797661,WGS,GCF_000195955.2,101,122393517,PRJNA428596,SAMN08629447,MTB140189,Pathogen.cl,55312788,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756632,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate456,Not applicable,Not collected,140189_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140189,SRP128089
SRR6797662,WGS,GCF_000195955.2,201,115359473,PRJNA428596,SAMN08629446,MTB140188,Pathogen.cl,52514080,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756631,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate455,Not applicable,Not collected,140188_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140188,SRP128089
SRR6797663,WGS,GCF_000195955.2,201,380388459,PRJNA428596,SAMN08629061,MTB132292,Pathogen.cl,158634162,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756630,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate70,Not applicable,Not collected,132292_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132292,SRP128089
SRR6797664,WGS,GCF_000195955.2,201,238661889,PRJNA428596,SAMN08629482,MTB140231,Pathogen.cl,107763916,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756629,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate491,Not applicable,Not collected,140231_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140231,SRP128089
SRR6797665,WGS,GCF_000195955.2,199,357020300,PRJNA428596,SAMN08629584,MTB141037,Pathogen.cl,150229085,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756628,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate593,Not applicable,Not collected,141037_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,141037,SRP128089
SRR6797666,WGS,GCF_000195955.2,201,474963307,PRJNA428596,SAMN08629055,MTB132284,Pathogen.cl,222734958,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756627,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate64,Not applicable,Not collected,132284_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132284,SRP128089
SRR6797667,WGS,GCF_000195955.2,201,295323394,PRJNA428596,SAMN08629054,MTB132282,Pathogen.cl,117831932,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756626,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate63,Not applicable,Not collected,132282_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132282,SRP128089
SRR6797668,WGS,GCF_000195955.2,199,291544000,PRJNA428596,SAMN08629585,MTB141038,Pathogen.cl,120900564,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756625,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate594,Not applicable,Not collected,141038_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,141038,SRP128089
SRR6797669,WGS,GCF_000195955.2,201,167314923,PRJNA428596,SAMN08629052,MTB132280,Pathogen.cl,69868664,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756624,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate61,Not applicable,Not collected,132280_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132280,SRP128089
SRR6797670,WGS,GCF_000195955.2,201,379509318,PRJNA428596,SAMN08629059,MTB132290,Pathogen.cl,159414363,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756623,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate68,Not applicable,Not collected,132290_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132290,SRP128089
SRR6797671,WGS,GCF_000195955.2,201,180987406,PRJNA428596,SAMN08629058,MTB132288,Pathogen.cl,90100776,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756622,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate67,Not applicable,Not collected,132288_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132288,SRP128089
SRR6797672,WGS,GCF_000195955.2,201,315697619,PRJNA428596,SAMN08629057,MTB132286,Pathogen.cl,142394905,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756621,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate66,Not applicable,Not collected,132286_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132286,SRP128089
SRR6797673,WGS,GCF_000195955.2,201,232478972,PRJNA428596,SAMN08629056,MTB132285,Pathogen.cl,94997932,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756620,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate65,Not applicable,Not collected,132285_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,132285,SRP128089
SRR6797674,WGS,GCF_000195955.2,100,165055800,PRJNA428596,SAMN08629582,MTB141031,Pathogen.cl,66441941,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756619,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate591,Not applicable,Not collected,141031_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,141031,SRP128089
SRR6797675,WGS,GCF_000195955.2,199,308374600,PRJNA428596,SAMN08629583,MTB141036,Pathogen.cl,134689669,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756618,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate592,Not applicable,Not collected,141036_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,141036,SRP128089
SRR6797676,WGS,GCF_000195955.2,101,87654163,PRJNA428596,SAMN08629423,MTB140163,Pathogen.cl,37133703,SAN RAFFAELE,missing,2010/2014,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3756617,uncalculated,uncalculated,missing,Tuberculosis,Homo sapiens,Illumina HiSeq 2500,Clinical isolate432,Not applicable,Not collected,140163_WGS,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2018-03-02T00:00:00Z,140163,SRP128089
